country,year,"GNI per capita, Atlas method (current US$)","Population, total",Surface area (sq. km),Population living in slums (% of urban population),hie,near_2_plus_oceans,border_count,size
Malawi,2008,530.0,13976417.0,118480.0,67.35464,False,False,3.0,small
Maldives,2008,5500.0,336170.0,300.0,40.9775,False,False,0.0,small
Mali,2008,720.0,14940782.0,1240190.0,67.09729,False,False,7.0,small
Malta,2008,20290.0,409379.0,320.0,0.0375,True,False,0.0,small
Marshall Islands,2008,3630.0,52030.0,180.0,1.65,False,False,0.0,small
Mauritania,2008,1430.0,3183269.0,1030700.0,71.18681,False,False,4.0,small
Mauritius,2008,7390.0,1244121.0,2040.0,67.40634,False,False,0.0,small
Mexico,2008,10260.0,110374288.0,1964380.0,25.3028,False,True,3.0,large
Moldova,2008,1870.0,2868833.0,33850.0,15.1,False,False,2.0,small
Mongolia,2008,1790.0,2643201.0,1564120.0,41.71394,False,False,2.0,small
Montenegro,2008,6450.0,616969.0,13810.0,16.1,False,False,4.0,small
Morocco,2008,2970.0,31606767.0,446550.0,22.0028,False,False,3.0,medium
Mozambique,2008,530.0,21819036.0,799380.0,76.04086,False,False,6.0,small
Myanmar,2008,490.0,48390793.0,676590.0,42.23566,False,False,5.0,medium
Namibia,2008,4310.0,2047056.0,824290.0,41.96073,False,False,4.0,small
Nauru,2008,3510.0,10009.0,20.0,1.85,False,False,0.0,small
Nepal,2008,430.0,26990037.0,147180.0,54.74225,False,False,2.0,medium
Netherlands,2008,51930.0,16445593.0,41540.0,0.0,True,False,2.0,small
New Zealand,2008,28680.0,4259800.0,267710.0,0.0,True,False,0.0,small
Nicaragua,2008,1420.0,5576593.0,130370.0,67.2,False,True,2.0,small
Niger,2008,440.0,15361915.0,1267000.0,70.27001,False,False,7.0,small
Nigeria,2008,1890.0,157595014.0,923770.0,64.0572,False,False,4.0,large
North Macedonia,2008,4540.0,1971493.0,25710.0,1.0,False,False,4.0,small
Norway,2008,87850.0,4768212.0,385178.0,0.0,True,True,3.0,small
Oman,2008,21190.0,2626529.0,309500.0,2.3,True,False,3.0,small
Pakistan,2008,1000.0,189499113.0,796100.0,65.12249,False,False,4.0,large
Palau,2008,10000.0,19009.0,460.0,1.3,False,False,0.0,small
Panama,2008,6770.0,3500648.0,75420.0,31.43,False,True,2.0,small
Papua New Guinea,2008,1360.0,7183002.0,462840.0,20.5,False,False,1.0,small
Paraguay,2008,3320.0,5613574.0,406750.0,30.03857,False,False,3.0,small
Peru,2008,3770.0,28719041.0,1285220.0,40.018,False,False,5.0,medium
Philippines,2008,1970.0,92699095.0,300000.0,44.34919,False,False,0.0,large
Poland,2008,11980.0,38125759.0,312680.0,0.85,True,False,7.0,medium
Portugal,2008,22630.0,10558177.0,92090.0,0.55,True,False,1.0,small
Romania,2008,8800.0,20537875.0,238390.0,3.25,False,False,5.0,small
Russia,2008,9580.0,142742366.0,17098240.0,3.3,False,True,14.0,large
Rwanda,2008,470.0,9804269.0,26340.0,57.49576,False,False,4.0,small
Samoa,2008,2970.0,190107.0,2840.0,3.2,False,False,0.0,small
Sao Tome And Principe,2008,1000.0,173793.0,960.0,60.3972,False,False,0.0,small
Senegal,2008,1240.0,12048959.0,196710.0,52.93485,False,False,5.0,small
Serbia,2008,6250.0,7350222.0,88360.0,0.55,False,False,8.0,small
Seychelles,2008,11520.0,86956.0,460.0,67.40634,False,False,0.0,small
Sierra Leone,2008,580.0,5894722.0,72300.0,67.07228,False,False,2.0,small
Singapore,2008,37230.0,4839396.0,710.0,0.0,True,False,0.0,small
Slovakia,2008,17250.0,5379233.0,49035.0,0.05,True,False,5.0,small
Solomon Islands,2008,1380.0,508790.0,28900.0,7.5,False,False,0.0,small
Somalia,2008,510.0,11663084.0,637660.0,67.40634,False,False,3.0,small
South Africa,2008,6490.0,51114599.0,1219090.0,26.08634,False,True,6.0,medium
Sri Lanka,2008,1740.0,20629378.0,65610.0,54.47522,False,False,0.0,small
St. Lucia,2008,8150.0,168808.0,620.0,3.35,False,False,0.0,small
Sudan,2008,1350.0,33623980.0,2505810.0,94.00333,False,False,7.0,medium
Suriname,2008,6090.0,537245.0,163820.0,10.77825,False,False,3.0,small
Sweden,2008,55370.0,9219637.0,447420.11,0.2,True,False,2.0,small
Switzerland,2008,64870.0,7647675.0,41290.7,0.0,True,False,5.0,small
Syria,2008,1950.0,21636564.0,185180.0,28.53389,False,False,5.0,small
Tanzania,2008,590.0,42570728.0,947300.0,64.29748,False,False,8.0,medium
Timor-Leste,2008,3040.0,1032429.0,14870.0,54.0,False,True,1.0,small
Togo,2008,640.0,6368812.0,56790.0,56.29878,False,False,3.0,small
Tonga,2008,3130.0,107020.0,750.0,1.45,False,False,0.0,small
Trinidad And Tobago,2008,17420.0,1308587.0,5130.0,9.5,True,False,0.0,small
Tunisia,2008,3820.0,10542635.0,163610.0,10.4,False,False,2.0,small
Turkiye,2008,9830.0,71051678.0,785350.0,19.00523,False,False,8.0,large
Turkmenistan,2008,2800.0,5345029.0,488100.0,10.00727,False,False,4.0,small
Tuvalu,2008,4780.0,10321.0,30.0,2.55,False,False,0.0,small
Uganda,2008,430.0,30539553.0,241550.0,70.14557,False,False,5.0,medium
Ukraine,2008,3170.0,46819175.0,603550.0,3.2,False,False,7.0,medium
United Arab Emirates,2008,44890.0,6302664.0,98647.9,0.8,True,False,2.0,small
United Kingdom,2008,48720.0,61806995.0,243610.0,0.1,True,False,1.0,medium
United States,2008,49110.0,304093966.0,9831510.0,0.2,True,False,0.0,large
Uruguay,2008,7930.0,3302177.0,176220.0,16.22429,False,False,2.0,small
Uzbekistan,2008,970.0,27494774.0,444103.0,18.41311,False,False,5.0,medium
Vanuatu,2008,2430.0,226896.0,12190.0,4.35,False,False,0.0,small
Vietnam,2008,1000.0,85175788.0,331051.0,25.54133,False,False,3.0,large
Yemen,2008,880.0,25111941.0,527970.0,53.32605,False,False,2.0,medium
Zambia,2008,1170.0,13021324.0,752610.0,57.57398,False,False,8.0,small
Zimbabwe,2008,120.0,12959149.0,390760.0,25.14033,False,False,4.0,small
Afghanistan,2010,530.0,28284089.0,652860.0,64.80761,False,False,6.0,medium
Albania,2010,4430.0,2913021.0,28750.0,15.4,False,False,4.0,small
Algeria,2010,4870.0,36188236.0,2381740.0,30.8,False,False,7.0,medium
Angola,2010,3780.0,23294825.0,1246700.0,38.05496,False,False,4.0,medium
Antigua And Barbuda,2010,14390.0,85320.0,440.0,2.6463,True,False,0.0,small
Argentina,2010,9160.0,41288694.0,2780400.0,16.66365,False,True,5.0,medium
Armenia,2010,3280.0,3044800.0,29740.0,10.35084,False,False,4.0,small
Aruba,2010,23050.0,101838.0,180.0,0.0,True,False,0.0,small
Australia,2010,46900.0,22031750.0,7741220.0,0.085,True,True,0.0,medium
Azerbaijan,2010,5400.0,9054332.0,86600.0,26.92667,False,False,5.0,small
Bangladesh,2010,780.0,152201981.0,148460.0,55.08999,False,False,2.0,large
Belgium,2010,47110.0,10895586.0,30528.0,0.0,True,False,4.0,small
Belize,2010,5060.0,320245.0,22970.0,15.74533,False,False,2.0,small
Benin,2010,1020.0,9797484.0,114760.0,69.89931,False,False,4.0,small
Bermuda,2010,105750.0,63725.0,54.0,0.1,True,False,0.0,small
Bhutan,2010,2180.0,701632.0,38394.0,53.69789,False,False,2.0,small
Bolivia,2010,1760.0,10182345.0,1098580.0,46.62568,False,False,5.0,small
Bosnia And Herzegovina,2010,4820.0,3811472.0,51210.0,4.5,False,False,3.0,small
Botswana,2010,5370.0,2033111.0,581730.0,48.07927,False,False,4.0,small
Brazil,2010,9750.0,193701929.0,8515770.0,18.20421,False,False,10.0,large
Brunei,2010,35370.0,392332.0,5770.0,28.77162,True,False,1.0,small
Bulgaria,2010,7010.0,7395599.0,111000.0,0.15,False,False,5.0,small
Burkina Faso,2010,630.0,16176498.0,274220.0,54.38089,False,False,6.0,small
Burundi,2010,200.0,9376444.0,27830.0,60.9555,False,False,3.0,small
Cabo Verde,2010,3600.0,509784.0,4030.0,58.95417,False,False,0.0,small
Cambodia,2010,910.0,14500726.0,181040.0,56.6,False,False,3.0,small
Cameroon,2010,1450.0,19668066.0,475440.0,49.01779,False,False,6.0,medium
Canada,2010,44490.0,34005902.0,15640500.0,0.5,True,True,1.0,medium
Cayman Islands,2010,73550.0,54099.0,264.0,4.15,True,False,0.0,small
Central African Republic,2010,500.0,4492995.0,622980.0,71.75511,False,False,6.0,small
Chad,2010,1150.0,12312575.0,1284000.0,85.94735,False,False,6.0,small
Colombia,2010,5690.0,44777319.0,1141750.0,14.4546,False,True,5.0,medium
Comoros,2010,1450.0,654836.0,1861.0,67.45416,False,False,0.0,small
Congo Dem. Rep,2010,320.0,68563038.0,2344860.0,74.21711,False,False,9.0,large
Costa Rica,2010,7290.0,4555962.0,51100.0,8.12083,False,True,2.0,small
Cote D'Ivoire,2010,1120.0,22488065.0,322460.0,59.37338,False,False,5.0,medium
Croatia,2010,13890.0,4295427.0,56590.0,0.35,True,False,5.0,small
Cuba,2010,5170.0,11297409.0,109880.0,5.29933,False,False,0.0,small
Cyprus,2010,32170.0,1127816.0,9250.0,0.25,True,False,0.0,small
Czechia,2010,19420.0,10474410.0,78870.0,0.05,True,False,4.0,small
Denmark,2010,61290.0,5547683.0,42920.0,0.0,True,False,1.0,small
Dominican Republic,2010,5260.0,9820175.0,48670.0,18.33885,False,False,1.0,small
Egypt,2010,2200.0,89196072.0,1001450.0,14.67533,False,True,4.0,large
El Salvador,2010,2940.0,6068249.0,21040.0,34.48571,False,False,2.0,small
Equatorial Guinea,2010,7920.0,1189085.0,28050.0,60.60063,False,False,2.0,small
Eritrea,2010,550.0,2945186.0,121651.578,64.81973,False,False,3.0,small
Estonia,2010,14580.0,1331475.0,45230.0,0.1,True,False,2.0,small
Eswatini,2010,3260.0,1111650.0,17360.0,33.08018,False,False,2.0,small
Ethiopia,2010,370.0,90538514.0,1136242.9,76.69536,False,False,6.0,large
Fiji,2010,3450.0,910419.0,18270.0,12.5,False,False,0.0,small
Finland,2010,49750.0,5363352.0,338420.0,0.0,True,False,3.0,small
France,2010,44040.0,65026211.0,549087.0,0.0,True,False,8.0,large
Gabon,2010,7420.0,1719879.0,267670.0,48.07475,False,False,3.0,small
Gambia,2010,830.0,1926630.0,11300.0,47.90681,False,False,1.0,small
Georgia,2010,3220.0,3786695.0,69700.0,10.9139,False,False,4.0,small
Germany,2010,45530.0,81776930.0,357130.0,0.0,True,False,9.0,large
Ghana,2010,1200.0,25474995.0,238540.0,43.56743,False,False,3.0,medium
Greece,2010,27320.0,11121341.0,131960.0,0.1,True,False,4.0,small
Guatemala,2010,2690.0,14500112.0,108890.0,44.31286,False,True,4.0,small
Guinea,2010,680.0,10396086.0,245860.0,44.83624,False,False,6.0,small
Guinea-Bissau,2010,620.0,1566347.0,36130.0,75.2,False,False,2.0,small
Guyana,2010,4520.0,749256.0,214970.0,20.37632,False,False,3.0,small
Haiti,2010,1140.0,9803294.0,27750.0,54.75515,False,False,1.0,small
Honduras,2010,1730.0,8365878.0,112490.0,36.22,False,True,3.0,small
Hungary,2010,13250.0,10000023.0,93030.0,9.1,True,False,7.0,small
Iceland,2010,37950.0,318041.0,103000.0,0.0,True,True,0.0,small
Indonesia,2010,2490.0,246305322.0,1910930.0,26.85471,False,True,3.0,large
Iran,2010,5910.0,77420842.0,1745150.0,53.69789,False,False,7.0,large
Iraq,2010,4390.0,31045366.0,435240.0,41.61657,False,False,6.0,medium
Ireland,2010,44970.0,4560155.0,70280.0,7.5,True,False,1.0,small
Italy,2010,37720.0,59819407.0,302069.0,0.02,True,False,6.0,large
Kazakhstan,2010,7210.0,16836810.0,2724902.0,10.5379,False,False,5.0,small
Kenya,2010,930.0,41598567.0,580370.0,55.45251,False,False,5.0,medium
Kiribati,2010,2030.0,108704.0,810.0,11.8,False,False,0.0,small
Kuwait,2010,42850.0,2943372.0,17820.0,0.0,True,False,2.0,small
Kyrgyzstan,2010,850.0,5467059.0,199949.0,24.79887,False,False,4.0,small
Laos,2010,990.0,6334194.0,236800.0,37.3,False,False,5.0,small
Latvia,2010,12250.0,2097555.0,64594.0,1.6,False,False,4.0,small
Lebanon,2010,7340.0,5041288.0,10450.0,42.19351,False,False,2.0,small
Lesotho,2010,1270.0,1996251.0,30360.0,46.20546,False,False,1.0,small
Liberia,2010,440.0,4058890.0,111370.0,71.02538,False,False,3.0,small
Libya,2010,11550.0,6497839.0,1759540.0,27.87211,False,False,6.0,small
Lithuania,2010,12430.0,3097282.0,65300.0,2.0,True,False,4.0,small
Luxembourg,2010,77640.0,506953.0,2590.0,0.00848,True,False,3.0,small
Madagascar,2010,450.0,22183340.0,587040.0,79.42789,False,False,0.0,medium
Malawi,2010,650.0,14826463.0,118480.0,63.84062,False,False,3.0,small
Maldives,2010,6000.0,360792.0,300.0,39.8625,False,False,0.0,small
Mali,2010,810.0,15945198.0,1240190.0,62.90255,False,False,7.0,small
Malta,2010,21390.0,414508.0,320.0,0.0375,True,False,0.0,small
Marshall Islands,2010,3820.0,52044.0,180.0,1.35,False,False,0.0,small
Mauritania,2010,1550.0,3390965.0,1030700.0,67.81021,False,False,4.0,small
Mauritius,2010,8200.0,1250400.0,2040.0,64.81973,False,False,0.0,small
Mexico,2010,9470.0,113623895.0,1964380.0,23.58776,False,True,3.0,large
Moldova,2010,2380.0,2862354.0,33850.0,12.3,False,False,2.0,small
Mongolia,2010,1990.0,2738622.0,1564120.0,37.7414,False,False,2.0,small
Montenegro,2010,6910.0,619428.0,13810.0,14.9,False,False,4.0,small
Morocco,2010,3190.0,32467016.0,446550.0,19.21482,False,False,3.0,medium
Mozambique,2010,550.0,22999235.0,799380.0,72.5272,False,False,6.0,medium
Myanmar,2010,880.0,49024382.0,676590.0,45.44474,False,False,5.0,medium
Namibia,2010,4520.0,2109811.0,824290.0,41.8117,False,False,4.0,small
Nauru,2010,5080.0,10043.0,20.0,1.35,False,False,0.0,small
Nepal,2010,530.0,27341952.0,147180.0,51.85024,False,False,2.0,medium
Netherlands,2010,54000.0,16615394.0,41540.0,0.0,True,False,2.0,small
New Zealand,2010,29750.0,4350700.0,267710.0,0.0,True,False,0.0,small
Nicaragua,2010,1490.0,5737450.0,130370.0,67.2,False,True,2.0,small
Niger,2010,510.0,16548835.0,1267000.0,70.32799,False,False,7.0,small
Nigeria,2010,2050.0,166642886.0,923770.0,61.54467,False,False,4.0,large
North Macedonia,2010,5010.0,1946298.0,25710.0,0.8,False,False,4.0,small
Norway,2010,88940.0,4889252.0,385178.0,0.0,True,True,3.0,small
Oman,2010,22510.0,2757446.0,309500.0,1.65,True,False,3.0,small
Pakistan,2010,1000.0,199239047.0,796100.0,63.59769,False,False,4.0,large
Palau,2010,10080.0,18396.0,460.0,1.05,False,False,0.0,small
Panama,2010,7500.0,3628535.0,75420.0,27.11846,False,True,2.0,small
Papua New Guinea,2010,1660.0,7633523.0,462840.0,20.9,False,False,1.0,small
Paraguay,2010,4410.0,5737971.0,406752.0,27.04143,False,False,3.0,small
Peru,2010,4400.0,29086019.0,1285220.0,38.16923,False,False,5.0,medium
Philippines,2010,2310.0,96337125.0,300000.0,42.94309,False,False,0.0,large
Poland,2010,12730.0,38042794.0,312680.0,0.55,True,False,7.0,medium
Portugal,2010,23030.0,10573100.0,92210.0,0.4,True,False,1.0,small
Romania,2010,8770.0,20246871.0,238390.0,2.95,False,False,5.0,medium
Russia,2010,9980.0,142849468.0,17098250.0,3.2,False,True,14.0,large
Rwanda,2010,590.0,10317553.0,26340.0,54.01458,False,False,4.0,small
Samoa,2010,3430.0,193023.0,2840.0,2.55,False,False,0.0,small
Sao Tome And Principe,2010,1090.0,181802.0,960.0,58.45879,False,False,0.0,small
Senegal,2010,1340.0,12635413.0,196710.0,49.37985,False,False,5.0,small
Serbia,2010,6500.0,7291436.0,88360.0,0.5,False,False,8.0,small
Seychelles,2010,10160.0,89770.0,460.0,64.81973,False,False,0.0,small
Sierra Leone,2010,690.0,6222714.0,72300.0,64.33467,False,False,2.0,small
Singapore,2010,44930.0,5076732.0,712.0,0.0,True,False,0.0,small
Slovakia,2010,17600.0,5391428.0,49037.0,0.05,True,False,5.0,small
Solomon Islands,2010,1600.0,532968.0,28900.0,6.05,False,False,0.0,small
Somalia,2010,290.0,12261756.0,637660.0,64.81973,False,False,3.0,small
South Africa,2010,6730.0,52344051.0,1219090.0,25.7055,False,True,6.0,large
Sri Lanka,2010,2360.0,20879089.0,65610.0,53.69789,False,False,0.0,medium
St. Lucia,2010,8240.0,170906.0,620.0,2.75,False,False,0.0,small
Sudan,2010,1230.0,35414399.0,2505810.0,88.91831,False,False,7.0,medium
Suriname,2010,7330.0,549923.0,163820.0,11.61526,False,False,3.0,small
Sweden,2010,54380.0,9378126.0,447420.11,0.15,True,False,2.0,small
Switzerland,2010,79040.0,7824909.0,41290.7,0.0,True,False,5.0,small
Syria,2010,2480.0,22482421.0,185180.0,26.99801,False,False,5.0,medium
Tanzania,2010,720.0,44758488.0,947300.0,60.03984,False,False,8.0,medium
Timor-Leste,2010,2870.0,1084679.0,14870.0,50.0,False,True,1.0,small
Togo,2010,740.0,6732590.0,56790.0,53.05546,False,False,3.0,small
Tonga,2010,3270.0,107400.0,750.0,1.25,False,False,0.0,small
Trinidad And Tobago,2010,16590.0,1317714.0,5130.0,8.72,True,False,0.0,small
Tunisia,2010,4140.0,10765980.0,163610.0,10.14415,False,False,2.0,small
Turkiye,2010,10460.0,73142150.0,785350.0,17.61119,False,False,8.0,large
Turkmenistan,2010,3720.0,5564356.0,488100.0,9.75714,False,False,4.0,small
Tuvalu,2010,4480.0,10614.0,30.0,1.45,False,False,0.0,small
Uganda,2010,680.0,32390802.0,241550.0,67.45666,False,False,5.0,medium
Ukraine,2010,2990.0,46456003.0,603550.0,2.5,False,False,7.0,medium
United Arab Emirates,2010,42380.0,6869838.0,98647.9,0.65,True,False,2.0,small
United Kingdom,2010,42010.0,62766365.0,243610.0,0.1,True,False,1.0,large
United States,2010,49180.0,309378227.0,9831510.0,0.2,True,False,0.0,large
Uruguay,2010,10930.0,3318580.0,176220.0,12.49857,False,False,2.0,small
Uzbekistan,2010,1420.0,28385506.0,444103.0,15.62992,False,False,5.0,medium
Vanuatu,2010,2580.0,238248.0,12190.0,4.25,False,False,0.0,small
Vietnam,2010,1370.0,87455152.0,330954.0,20.59749,False,False,3.0,large
Yemen,2010,1040.0,26754387.0,527970.0,50.70453,False,False,2.0,medium
Zambia,2010,1310.0,13965594.0,752610.0,56.02134,False,False,8.0,small
Zimbabwe,2010,640.0,13356548.0,390760.0,24.54498,False,False,4.0,small
Afghanistan,2012,640.0,30560034.0,652860.0,67.24795,False,False,6.0,large
Albania,2012,4430.0,2860708.0,28750.0,12.9,False,False,4.0,small
Algeria,2012,5630.0,37646166.0,2381740.0,28.88661,False,False,7.0,large
Angola,2012,4750.0,25177394.0,1246700.0,44.18648,False,False,4.0,large
Antigua And Barbuda,2012,14530.0,87260.0,440.0,2.6463,True,False,0.0,small
Argentina,2012,11770.0,42161721.0,2780400.0,15.93801,False,True,5.0,large
Armenia,2012,3700.0,3024100.0,29740.0,9.86181,False,False,4.0,small
Aruba,2012,23970.0,104110.0,180.0,0.0,True,False,0.0,small
Australia,2012,60500.0,22733465.0,7741220.0,0.065,True,True,0.0,large
Azerbaijan,2012,6440.0,9295784.0,86600.0,26.92667,False,False,5.0,large
Bangladesh,2012,950.0,155070101.0,148460.0,54.44584,False,False,2.0,large
Belgium,2012,47170.0,11106932.0,30528.0,0.0,True,False,4.0,large
Belize,2012,5330.0,334414.0,22970.0,15.74133,False,False,2.0,small
Benin,2012,1050.0,10397657.0,114760.0,69.50603,False,False,4.0,large
Bermuda,2012,101910.0,63646.0,54.0,0.1,True,False,0.0,small
Bhutan,2012,2620.0,717279.0,38394.0,52.94421,False,False,2.0,small
Bolivia,2012,2220.0,10515807.0,1098580.0,46.62568,False,False,5.0,large
Bosnia And Herzegovina,2012,4900.0,3670113.0,51210.0,4.3,False,False,3.0,medium
Botswana,2012,6910.0,2108617.0,581730.0,45.95664,False,False,4.0,small
Brazil,2012,12460.0,196876111.0,8515770.0,14.8971,False,False,10.0,large
Brunei,2012,41690.0,405557.0,5770.0,27.04235,True,False,1.0,small
Bulgaria,2012,7490.0,7305888.0,111000.0,0.15,False,False,5.0,large
Burkina Faso,2012,710.0,17172287.0,274220.0,48.81476,False,False,6.0,large
Burundi,2012,230.0,10071028.0,27830.0,55.59298,False,False,3.0,large
Cabo Verde,2012,3730.0,511955.0,4030.0,56.46129,False,False,0.0,small
Cambodia,2012,1110.0,14945085.0,181040.0,51.0,False,False,3.0,large
Cameroon,2012,1470.0,20809529.0,475440.0,45.74859,False,False,6.0,large
Canada,2012,51080.0,34713395.0,15640500.0,0.55,True,True,1.0,large
Cayman Islands,2012,51150.0,57136.0,264.0,4.15,True,False,0.0,small
Central African Republic,2012,540.0,4610848.0,622980.0,68.9131,False,False,6.0,medium
Chad,2012,1310.0,13210998.0,1284000.0,84.82007,False,False,6.0,large
Colombia,2012,7340.0,45715810.0,1141748.0,13.11016,False,True,5.0,large
Comoros,2012,1510.0,681630.0,1861.0,68.0461,False,False,0.0,small
Congo Dem. Rep,2012,380.0,73254618.0,2344860.0,75.13825,False,False,9.0,large
Costa Rica,2012,9330.0,4663934.0,51100.0,7.20581,False,True,2.0,medium
Cote D'Ivoire,2012,1140.0,23467078.0,322460.0,57.83274,False,False,5.0,large
Croatia,2012,13520.0,4260368.0,56590.0,0.3,True,False,5.0,medium
Cuba,2012,6090.0,11303175.0,109880.0,6.34787,False,False,0.0,large
Cyprus,2012,29760.0,1165397.0,9250.0,0.25,True,False,0.0,small
Czechia,2012,19650.0,10510785.0,78870.0,0.05,True,False,4.0,large
Denmark,2012,61570.0,5591572.0,42920.0,0.0,True,False,1.0,medium
Dominican Republic,2012,5700.0,10070411.0,48670.0,15.97552,False,False,1.0,large
Egypt,2012,2630.0,93161001.0,1001450.0,9.16517,False,True,4.0,large
El Salvador,2012,3280.0,6113975.0,21040.0,28.48286,False,False,2.0,medium
Equatorial Guinea,2012,11060.0,1293483.0,28050.0,61.41705,False,False,2.0,small
Estonia,2012,16910.0,1322696.0,45230.0,0.1,True,False,2.0,small
Eswatini,2012,4010.0,1123863.0,17360.0,25.65619,False,False,2.0,small
Ethiopia,2012,400.0,95798767.0,1136242.9,73.60011,False,False,6.0,large
Fiji,2012,3910.0,914918.0,18270.0,11.4,False,False,0.0,small
Finland,2012,48820.0,5413971.0,338420.0,0.0,True,False,3.0,medium
France,2012,43500.0,65657659.0,549087.0,0.0,True,False,8.0,large
Gabon,2012,8610.0,1846889.0,267670.0,46.2037,False,False,3.0,small
Gambia,2012,710.0,2043094.0,11300.0,46.10407,False,False,1.0,small
Georgia,2012,4250.0,3728874.0,69700.0,10.14694,False,False,4.0,medium
Germany,2012,47480.0,80425823.0,357170.0,0.0,True,False,9.0,large
Ghana,2012,1490.0,26734268.0,238540.0,40.20724,False,False,3.0,large
Greece,2012,22750.0,11045011.0,131960.0,0.05,True,False,4.0,large
Guatemala,2012,3090.0,15089647.0,108890.0,42.07621,False,True,4.0,large
Guinea,2012,680.0,10921581.0,245860.0,45.67042,False,False,6.0,large
Guinea-Bissau,2012,630.0,1651417.0,36130.0,75.24783,False,False,2.0,small
Guyana,2012,5350.0,746288.0,214970.0,18.7291,False,False,3.0,small
Haiti,2012,1320.0,10069771.0,27750.0,53.44951,False,False,1.0,large
Honduras,2012,1950.0,8715076.0,112490.0,33.88,False,True,3.0,large
Hungary,2012,13080.0,9920362.0,93030.0,7.9,True,False,7.0,large
Iceland,2012,42440.0,320716.0,103000.0,0.0,True,True,0.0,small
Indonesia,2012,3520.0,252698525.0,1910930.0,25.20051,False,True,3.0,large
Iran,2012,7310.0,79370580.0,1745150.0,52.94421,False,False,7.0,large
Iraq,2012,5980.0,33654842.0,435240.0,43.16104,False,False,6.0,large
Ireland,2012,41070.0,4599533.0,70280.0,7.7,True,False,1.0,medium
Italy,2012,35970.0,60191247.0,302069.0,0.02,True,False,6.0,large
Kazakhstan,2012,9640.0,17306106.0,2724902.0,7.75386,False,False,5.0,large
Kenya,2012,1060.0,43888303.0,580370.0,53.90611,False,False,5.0,large
Kiribati,2012,2630.0,112284.0,810.0,10.6,False,False,0.0,small
Kuwait,2012,50830.0,3337109.0,17820.0,0.0,True,False,2.0,small
Kyrgyzstan,2012,1030.0,5652076.0,199949.0,20.32696,False,False,4.0,medium
Laos,2012,1350.0,6518978.0,236800.0,33.8,False,False,5.0,medium
Latvia,2012,13430.0,2034319.0,64594.0,1.3,True,False,4.0,small
Lebanon,2012,8000.0,5235742.0,10450.0,17.08516,False,False,2.0,medium
Lesotho,2012,1490.0,2034354.0,30360.0,42.075,False,False,1.0,small
Liberia,2012,540.0,4373043.0,111370.0,69.24025,False,False,3.0,medium
Libya,2012,13310.0,6179328.0,1759540.0,24.29979,True,False,6.0,medium
Lithuania,2012,14040.0,2989139.0,65300.0,1.55,True,False,4.0,small
Luxembourg,2012,87950.0,530946.0,2590.0,0.01101,True,False,3.0,small
Madagascar,2012,470.0,23462438.0,587295.0,77.02633,False,False,0.0,large
Malawi,2012,650.0,15709577.0,118480.0,60.32659,False,False,3.0,large
Maldives,2012,6810.0,386818.0,300.0,38.7475,False,False,0.0,small
Mali,2012,830.0,16957033.0,1240190.0,58.7078,False,False,7.0,large
Malta,2012,22450.0,420028.0,320.0,0.0375,True,False,0.0,small
Marshall Islands,2012,3860.0,51419.0,180.0,1.0,False,False,0.0,small
Mauritania,2012,1800.0,3619034.0,1030700.0,64.43361,False,False,4.0,medium
Mauritius,2012,9690.0,1255882.0,2007.0,62.16985,False,False,0.0,small
Mexico,2012,10500.0,116818208.0,1964380.0,21.87272,False,True,3.0,large
Moldova,2012,3140.0,2860324.0,33850.0,9.4,False,False,2.0,small
Mongolia,2012,3630.0,2839705.0,1564120.0,33.76886,False,False,2.0,small
Montenegro,2012,6980.0,621418.0,13810.0,13.6,False,False,4.0,small
Morocco,2012,3230.0,33355241.0,446550.0,16.42684,False,False,3.0,large
Mozambique,2012,630.0,24337846.0,799380.0,69.01354,False,False,6.0,large
Myanmar,2012,1170.0,49837446.0,676590.0,48.65382,False,False,5.0,large
Namibia,2012,5730.0,2194654.0,824290.0,41.66268,False,False,4.0,small
Nauru,2012,9650.0,10267.0,20.0,0.9,False,False,0.0,small
Nepal,2012,750.0,27534915.0,147180.0,48.95823,False,False,2.0,large
Netherlands,2012,52070.0,16754962.0,41540.0,0.0,True,False,2.0,large
New Zealand,2012,36780.0,4408100.0,267710.0,0.0,True,False,0.0,medium
Nicaragua,2012,1700.0,5901287.0,130370.0,7.2549,False,True,2.0,medium
Niger,2012,550.0,17836769.0,1267000.0,70.38598,False,False,7.0,large
Nigeria,2012,2360.0,176200625.0,923770.0,59.03215,False,False,4.0,large
North Macedonia,2012,5090.0,1929821.0,25710.0,0.65,False,False,4.0,small
Norway,2012,99750.0,5018573.0,385178.0,0.0,True,True,3.0,medium
Oman,2012,21960.0,3547106.0,309500.0,1.0,True,False,3.0,medium
Pakistan,2012,1110.0,207667125.0,796100.0,62.0729,False,False,4.0,large
Palau,2012,11320.0,17765.0,460.0,0.85,False,False,0.0,small
Panama,2012,9870.0,3759256.0,75420.0,22.80692,False,True,2.0,medium
Papua New Guinea,2012,2150.0,8081390.0,462840.0,21.3,False,False,1.0,large
Paraguay,2012,5170.0,5897008.0,406752.0,24.04429,False,False,3.0,medium
Peru,2012,5780.0,29550366.0,1285220.0,46.08282,False,False,5.0,large
Philippines,2012,2780.0,100175512.0,300000.0,41.53699,False,False,0.0,large
Poland,2012,13170.0,38063164.0,312680.0,0.25,True,False,7.0,large
