country,year,"GNI per capita, Atlas method (current US$)","Population, total",Surface area (sq. km),Population living in slums (% of urban population),hie,near_2_plus_oceans,border_count,size
Tunisia,2016,3930.0,11528674.0,163610.0,8.64346,False,False,2.0,large
Turkiye,2016,11350.0,79277962.0,785350.0,14.12611,False,False,8.0,large
Turkmenistan,2016,6080.0,6360041.0,488100.0,9.00675,False,False,4.0,large
Tuvalu,2016,5450.0,10930.0,30.0,1.1005,False,False,0.0,small
Uganda,2016,810.0,38799152.0,241550.0,59.38995,False,False,5.0,large
Ukraine,2016,2330.0,45616832.0,603550.0,1.1,False,False,7.0,large
United Arab Emirates,2016,46180.0,8935095.0,98647.9,0.25,True,False,2.0,large
United Kingdom,2016,43310.0,65607000.0,243610.0,0.1,True,False,1.0,large
United States,2016,56900.0,324353340.0,9831510.0,0.2,True,False,0.0,large
Uruguay,2016,16490.0,3379283.0,176220.0,1.3,True,False,2.0,large
Uzbekistan,2016,2840.0,31284568.0,448924.0,7.29256,False,False,5.0,large
Vanuatu,2016,2970.0,272087.0,12190.0,4.1,False,False,0.0,medium
Vietnam,2016,2560.0,94000117.0,331230.0,5.76598,False,False,3.0,large
Yemen,2016,970.0,32109010.0,527970.0,44.2,False,False,2.0,large
Zambia,2016,1320.0,16914423.0,752610.0,51.36341,False,False,8.0,large
Zimbabwe,2016,1240.0,14600294.0,390760.0,22.75892,False,False,4.0,large
Afghanistan,2018,520.0,36743039.0,652860.0,73.3,False,False,6.0,large
Albania,2018,5400.0,2607733.0,28750.0,5.3,False,False,4.0,small
Algeria,2018,4450.0,42505035.0,2381741.0,17.17042,False,False,7.0,large
Angola,2018,2270.0,31297155.0,1246700.0,62.58105,False,False,4.0,large
Antigua And Barbuda,2018,17460.0,90926.0,440.0,2.6463,True,False,0.0,small
Argentina,2018,12390.0,44654882.0,2780400.0,14.5,True,True,5.0,large
Armenia,2018,4220.0,2969000.0,29740.0,8.39472,False,False,4.0,small
Aruba,2018,27970.0,108908.0,180.0,0.0,True,False,0.0,small
Australia,2018,53280.0,24963258.0,7741220.0,0.035,True,True,0.0,medium
Bahrain,2018,24200.0,1503091.0,780.0,0.0,True,False,0.0,small
Bangladesh,2018,2020.0,163523103.0,147570.0,52.51337,False,False,2.0,large
Belgium,2018,45980.0,11427054.0,30688.0,0.0,True,False,4.0,medium
Belize,2018,5610.0,380226.0,22970.0,15.72933,False,False,2.0,small
Benin,2018,1120.0,12383347.0,114760.0,68.3262,False,False,4.0,medium
Bermuda,2018,117160.0,63831.0,4290.0,0.1,True,False,0.0,small
Bhutan,2018,3150.0,759759.0,38390.0,50.66515,False,False,2.0,small
Bosnia And Herzegovina,2018,5720.0,3387000.0,51210.0,4.0,False,False,3.0,small
Botswana,2018,6680.0,2299141.0,581730.0,39.58877,False,False,4.0,small
Brunei,2018,28790.0,437810.0,5770.0,22.43622,True,False,1.0,small
Bulgaria,2018,8860.0,6710798.0,111000.0,0.2,False,False,5.0,small
Burkina Faso,2018,730.0,20438288.0,274220.0,32.11638,False,False,6.0,medium
Burundi,2018,250.0,11859446.0,27830.0,39.50542,False,False,3.0,medium
Cabo Verde,2018,4040.0,513415.0,4030.0,49.20007,False,False,0.0,small
Cambodia,2018,1920.0,16274522.0,181040.0,39.7,False,False,3.0,medium
Cameroon,2018,1520.0,24806383.0,475440.0,35.94099,False,False,6.0,medium
Canada,2018,45060.0,37072620.0,15640500.0,0.8,True,True,1.0,large
Central African Republic,2018,470.0,4878657.0,622980.0,68.9131,False,False,6.0,small
Chad,2018,890.0,16156531.0,1284000.0,82.0,False,False,6.0,medium
Colombia,2018,6350.0,49024465.0,1141750.0,9.7,False,True,5.0,large
Comoros,2018,1490.0,771590.0,1861.0,68.6,False,False,0.0,small
Congo Dem. Rep,2018,460.0,90047644.0,2344860.0,77.90169,False,False,9.0,large
Costa Rica,2018,12070.0,4957818.0,51100.0,4.46075,False,True,2.0,small
Cote D'Ivoire,2018,2010.0,27464173.0,322460.0,53.21082,False,False,5.0,medium
Croatia,2018,14670.0,3988775.0,88073.0,0.25,True,False,5.0,small
Cuba,2018,8710.0,11227118.0,109880.0,9.49348,False,False,0.0,medium
Cyprus,2018,27120.0,1270737.0,9250.0,0.3,True,False,0.0,small
Czechia,2018,20700.0,10629928.0,78870.0,0.05,True,False,4.0,medium
Denmark,2018,61090.0,5793636.0,42920.0,0.0,True,False,1.0,small
Djibouti,2018,2600.0,1071882.0,23200.0,53.3709,False,False,3.0,small
Dominican Republic,2018,7600.0,10782053.0,48670.0,11.24888,False,False,1.0,medium
Egypt,2018,2710.0,105682094.0,1001450.0,0.89992,False,True,4.0,large
El Salvador,2018,3940.0,6219807.0,21040.0,16.5,False,False,2.0,small
Equatorial Guinea,2018,5450.0,1616422.0,28050.0,64.67379,False,False,2.0,small
Estonia,2018,21600.0,1321977.0,45340.0,0.1,True,False,2.0,small
Eswatini,2018,3460.0,1168929.0,17360.0,10.8082,False,False,2.0,small
Ethiopia,2018,730.0,112664152.0,1136242.5,64.31438,False,False,6.0,large
Fiji,2018,5690.0,917180.0,18270.0,9.4,False,False,0.0,small
Finland,2018,47900.0,5515525.0,338450.0,0.0,True,False,3.0,small
France,2018,40960.0,67158348.0,549087.0,0.0,True,False,8.0,large
Gabon,2018,6540.0,2212318.0,267670.0,44.33265,False,False,3.0,small
Gambia,2018,680.0,2399632.0,11300.0,40.69583,False,False,1.0,small
Georgia,2018,4580.0,3726549.0,69700.0,7.84604,False,False,4.0,small
Germany,2018,48770.0,82905782.0,357580.0,0.0,True,False,9.0,large
Ghana,2018,2060.0,30637585.0,238540.0,33.48685,False,False,3.0,medium
Guatemala,2018,4270.0,16845685.0,108890.0,37.6,False,True,4.0,medium
Guinea,2018,860.0,12704774.0,245860.0,48.17296,False,False,6.0,medium
Guinea-Bissau,2018,750.0,1922168.0,36130.0,64.41973,False,False,2.0,small
Guyana,2018,6100.0,791556.0,214970.0,13.78743,False,False,3.0,small
Haiti,2018,1430.0,10962362.0,27750.0,49.53262,False,False,1.0,medium
Honduras,2018,2280.0,9765210.0,112490.0,31.5,False,True,3.0,medium
Iceland,2018,72210.0,352721.0,103000.0,0.0,True,True,0.0,small
India,2018,1970.0,1374659064.0,3287260.0,5.41,False,False,6.0,large
Indonesia,2018,3810.0,269951846.0,1916862.2,20.23793,False,True,3.0,large
Iran,2018,5390.0,86117998.0,1745150.0,50.66515,False,False,7.0,large
Iraq,2018,4820.0,40265624.0,435052.0,47.79447,False,False,6.0,large
Ireland,2018,59110.0,4898022.0,70280.0,8.5,True,False,1.0,small
Italy,2018,34120.0,60148658.0,302069.0,0.02,True,False,6.0,large
Kazakhstan,2018,7790.0,18932727.0,2724902.0,0.79376,False,False,5.0,medium
Kenya,2018,1720.0,50207107.0,580370.0,50.81331,False,False,5.0,large
Kiribati,2018,3280.0,122084.0,810.0,6.85,False,False,0.0,small
Kuwait,2018,32340.0,4323515.0,17820.0,0.0,True,False,2.0,small
Kyrgyzstan,2018,1200.0,6444079.0,199950.0,6.91123,False,False,4.0,small
Laos,2018,2460.0,7128045.0,236800.0,23.6,False,False,5.0,small
Latvia,2018,16010.0,1927174.0,64594.0,0.6,True,False,4.0,small
Lebanon,2018,8700.0,5984119.0,10450.0,4.5,False,False,2.0,small
Lesotho,2018,1250.0,2183603.0,30360.0,29.68363,False,False,1.0,small
Liberia,2018,620.0,4944726.0,111370.0,63.88484,False,False,3.0,small
Libya,2018,11000.0,6849055.0,1759540.0,16.38228,False,False,6.0,small
Lithuania,2018,17550.0,2819200.0,65290.0,0.25,True,False,4.0,small
Luxembourg,2018,80120.0,607950.0,2590.0,0.01733,True,False,3.0,small
Madagascar,2018,480.0,27494926.0,587295.0,69.82165,False,False,0.0,medium
Malawi,2018,490.0,18528081.0,118480.0,49.78452,False,False,3.0,medium
Maldives,2018,10220.0,473099.0,300.0,35.4025,False,False,0.0,small
Mali,2018,930.0,20442030.0,1240190.0,46.12357,False,False,7.0,medium
Malta,2018,29030.0,483903.0,320.0,0.0375,True,False,0.0,small
Marshall Islands,2018,6040.0,45285.0,180.0,0.1,False,False,0.0,small
Mauritania,2018,1680.0,4337685.0,1030700.0,56.0,False,False,4.0,small
Mauritius,2018,12180.0,1265577.0,2007.0,53.3709,False,False,0.0,small
Mexico,2018,9560.0,124573711.0,1964380.0,17.6,False,True,3.0,large
Moldova,2018,3850.0,2707203.0,33850.0,6.5,False,False,2.0,small
Mongolia,2018,3650.0,3208189.0,1564116.0,21.85123,False,False,2.0,small
Montenegro,2018,8250.0,626438.0,13810.0,10.0,False,False,4.0,small
Morocco,2018,3380.0,35839760.0,446550.0,10.85088,False,False,3.0,large
Mozambique,2018,470.0,29018644.0,799380.0,58.47257,False,False,6.0,medium
Myanmar,2018,1310.0,52272247.0,676590.0,58.28105,False,False,5.0,large
Namibia,2018,4670.0,2577327.0,824290.0,41.4,False,False,4.0,small
Nauru,2018,12740.0,11477.0,20.0,1.7969,True,False,0.0,small
Nepal,2018,1120.0,28079689.0,147180.0,40.2822,False,False,2.0,medium
Netherlands,2018,51290.0,17231624.0,41540.0,0.0,True,False,2.0,medium
New Zealand,2018,41660.0,4900600.0,267710.0,0.0,True,False,0.0,small
Nicaragua,2018,1990.0,6400080.0,130370.0,5.5185,False,True,2.0,small
Niger,2018,580.0,22188069.0,1267000.0,70.44397,False,False,7.0,medium
Nigeria,2018,1950.0,204938755.0,923770.0,51.49458,False,False,4.0,large
North Macedonia,2018,6050.0,1889051.0,25710.0,0.15,False,False,4.0,small
Norway,2018,80970.0,5311916.0,625222.0,0.0,True,True,3.0,small
Oman,2018,17250.0,4597877.0,309500.0,0.15,True,False,3.0,small
Pakistan,2018,1560.0,226928892.0,796100.0,57.49851,False,False,4.0,large
Palau,2018,16040.0,17814.0,460.0,0.3,True,False,0.0,small
Panama,2018,14910.0,4167860.0,75320.0,16.3,True,True,2.0,small
Papua New Guinea,2018,2310.0,9394513.0,462840.0,22.4,False,False,1.0,medium
Paraguay,2018,6060.0,6427382.0,406752.0,15.05286,False,False,3.0,small
Peru,2018,6500.0,31897584.0,1285220.0,44.21753,False,False,5.0,large
Philippines,2018,3610.0,109465287.0,300000.0,37.3187,False,False,0.0,large
Poland,2018,14310.0,37974750.0,312690.0,4.3,True,False,7.0,large
Portugal,2018,22040.0,10283822.0,92225.6,0.05,True,False,1.0,medium
Qatar,2018,63410.0,2580734.0,11490.0,0.0,True,False,1.0,small
Romania,2018,11490.0,19473970.0,238400.0,1.85,False,False,5.0,medium
Russia,2018,10180.0,145398106.0,17098250.0,2.85,False,True,14.0,large
Rwanda,2018,770.0,12487996.0,26340.0,40.08982,False,False,4.0,medium
Samoa,2018,4100.0,207582.0,2840.0,0.25,False,False,0.0,small
Sao Tome And Principe,2018,1660.0,210187.0,960.0,52.6,False,False,0.0,small
Senegal,2018,1390.0,15914498.0,196710.0,35.15984,False,False,5.0,medium
Serbia,2018,6700.0,6982604.0,88360.0,0.4,False,False,8.0,small
Seychelles,2018,17620.0,96762.0,460.0,53.3709,True,False,0.0,small
Sierra Leone,2018,830.0,7554563.0,72300.0,53.38422,False,False,2.0,small
Singapore,2018,56360.0,5638676.0,724.0,0.0,True,False,0.0,small
Slovakia,2018,18460.0,5446771.0,49030.0,0.05,True,False,5.0,small
Solomon Islands,2018,2150.0,709101.0,28900.0,1.95,False,False,0.0,small
Somalia,2018,510.0,15452487.0,637660.0,53.3709,False,False,3.0,medium
South Africa,2018,6250.0,58613001.0,1219090.0,24.18213,False,True,6.0,large
Sri Lanka,2018,4350.0,21670000.0,65610.0,50.66515,False,False,0.0,medium
St. Lucia,2018,11060.0,177017.0,620.0,0.45,False,False,0.0,small
Sudan,2018,810.0,44230596.0,1878000.0,73.7,False,False,7.0,large
Suriname,2018,5730.0,599513.0,163820.0,14.96333,False,False,3.0,small
Sweden,2018,54930.0,10175214.0,528449.29,0.1,True,False,2.0,medium
Switzerland,2018,82470.0,8514329.0,41290.7,0.0,True,False,5.0,small
Syria,2018,810.0,19577845.0,185180.0,25.18149,False,False,5.0,medium
Tanzania,2018,1010.0,57437145.0,947300.0,43.0093,False,False,8.0,large
Timor-Leste,2018,1790.0,1275959.0,14870.0,33.9,False,True,1.0,small
Togo,2018,830.0,8258778.0,56790.0,40.08219,False,False,3.0,small
Tonga,2018,4650.0,105567.0,750.0,0.6,False,False,0.0,small
Tunisia,2018,3700.0,11765514.0,163610.0,8.14324,False,False,2.0,medium
Turkiye,2018,10760.0,81407204.0,785350.0,14.12611,False,False,8.0,large
Turkmenistan,2018,5930.0,6655524.0,488100.0,8.75663,False,False,4.0,small
Tuvalu,2018,6230.0,10751.0,30.0,0.9951,False,False,0.0,small
Uganda,2018,770.0,41565831.0,241550.0,56.70105,False,False,5.0,large
Ukraine,2018,2720.0,45208907.0,603550.0,1.1,False,False,7.0,large
United Arab Emirates,2018,44570.0,9346701.0,98647.9,0.1,True,False,2.0,medium
United Kingdom,2018,42540.0,66289000.0,243610.0,0.1,True,False,1.0,large
United States,2018,63020.0,328529577.0,9831510.0,0.15,True,False,0.0,large
Uruguay,2018,17700.0,3394534.0,176220.0,1.3,True,False,2.0,small
Uzbekistan,2018,2340.0,32373490.0,448924.0,5.35972,False,False,5.0,large
Vanuatu,2018,3270.0,285259.0,12190.0,4.15,False,False,0.0,small
Vietnam,2018,3020.0,96237319.0,331240.0,5.76598,False,False,3.0,large
Yemen,2018,740.0,34085182.0,527970.0,44.2,False,False,2.0,large
Zambia,2018,1390.0,17973569.0,752610.0,49.81077,False,False,8.0,medium
Zimbabwe,2018,2140.0,15034452.0,390760.0,22.16356,False,False,4.0,medium
Afghanistan,2020,490.0,39068979.0,652860.0,73.3,False,False,6.0,medium
Albania,2020,5970.0,2528480.0,28750.0,2.8,False,False,4.0,small
Algeria,2020,4020.0,44042091.0,2381740.0,13.26502,False,False,7.0,medium
Andorra,2020,42450.0,77380.0,470.0,0.0,True,False,2.0,small
Angola,2020,2020.0,33451132.0,1246700.0,62.6,False,False,4.0,small
Antigua And Barbuda,2020,15460.0,91846.0,440.0,2.6463,True,False,0.0,small
Argentina,2020,9040.0,45191965.0,2780400.0,14.5,False,True,5.0,medium
Armenia,2020,4230.0,2961500.0,29740.0,8.39472,False,False,4.0,small
Aruba,2020,22790.0,108587.0,180.0,0.0,True,False,0.0,small
Australia,2020,53770.0,25649248.0,7741220.0,0.035,True,True,0.0,small
Bangladesh,2020,2320.0,166298024.0,147570.0,51.86921,False,False,2.0,large
Belgium,2020,46330.0,11538604.0,30689.0,0.0,True,False,4.0,small
Belize,2020,5170.0,390812.0,22970.0,15.72533,False,False,2.0,small
Benin,2020,1190.0,13070169.0,114760.0,67.93293,False,False,4.0,small
Bermuda,2020,110960.0,64382.0,4290.0,0.1,True,False,0.0,small
Bhutan,2020,3040.0,770006.0,38390.0,50.42596,False,False,2.0,small
Bosnia And Herzegovina,2020,6160.0,3299349.0,51210.0,0.3128,False,False,3.0,small
Botswana,2020,6600.0,2365894.0,581730.0,39.6,False,False,4.0,small
Brunei,2020,30810.0,447404.0,5770.0,21.72738,True,False,1.0,small
Bulgaria,2020,10090.0,6550696.0,111000.0,0.25,False,False,5.0,small
Burkina Faso,2020,770.0,21478690.0,274200.0,26.55025,False,False,6.0,small
Burundi,2020,250.0,12617036.0,27830.0,36.8,False,False,3.0,small
Cabo Verde,2020,3510.0,514679.0,4030.0,46.67545,False,False,0.0,small
Cambodia,2020,2050.0,16725474.0,181040.0,39.7,False,False,3.0,small
Cameroon,2020,1540.0,26210558.0,475440.0,32.67179,False,False,6.0,small
Canada,2020,43900.0,38028638.0,15640500.0,0.8,True,True,1.0,medium
Central African Republic,2020,490.0,5026628.0,622980.0,68.9131,False,False,6.0,small
Chad,2020,890.0,17224679.0,1284000.0,82.0,False,False,6.0,small
Colombia,2020,5850.0,50629997.0,1140619.05,9.7,False,True,5.0,large
Comoros,2020,1520.0,802163.0,1861.0,68.6,False,False,0.0,small
Congo Dem. Rep,2020,480.0,95989998.0,2344860.0,78.36226,False,False,9.0,large
Costa Rica,2020,11700.0,5034320.0,51100.0,3.54573,False,True,2.0,small
Cote D'Ivoire,2020,2120.0,28915449.0,322460.0,53.21082,False,False,5.0,small
Croatia,2020,15130.0,3914206.0,88070.0,0.25,True,False,5.0,small
Cyprus,2020,26780.0,1302247.0,9250.0,0.3,True,False,0.0,small
Czechia,2020,22190.0,10697858.0,78871.01,0.05,True,False,4.0,small
Denmark,2020,62710.0,5831404.0,42920.0,0.0,True,False,1.0,small
Djibouti,2020,2780.0,1105188.0,23200.0,51.93824,False,False,3.0,small
Dominican Republic,2020,7080.0,11008300.0,146839.463,11.24888,False,False,1.0,small
Egypt,2020,2960.0,109315124.0,1001450.0,0.89992,False,True,4.0,large
El Salvador,2020,3800.0,6234673.0,21040.0,16.5,False,False,2.0,small
Equatorial Guinea,2020,4790.0,1716468.0,28050.0,64.91767,False,False,2.0,small
Estonia,2020,23580.0,1329522.0,45340.0,0.1,True,False,2.0,small
Eswatini,2020,3430.0,1192729.0,17360.0,10.8082,False,False,2.0,small
Ethiopia,2020,820.0,118917671.0,1136239.7,64.31438,False,False,6.0,large
Fiji,2020,4560.0,914963.0,18270.0,9.4,False,False,0.0,small
Finland,2020,49630.0,5529543.0,338460.0,0.0,True,False,3.0,small
France,2020,39690.0,67601110.0,606410.0,0.0,True,False,8.0,large
Gabon,2020,6820.0,2322539.0,267670.0,44.33265,False,False,3.0,small
Gambia,2020,720.0,2515733.0,11300.0,38.89309,False,False,1.0,small
Georgia,2020,4330.0,3722716.0,69700.0,7.07908,False,False,4.0,small
Germany,2020,48540.0,83160871.0,357590.0,0.0,True,False,9.0,large
Ghana,2020,2250.0,31887809.0,238533.0,33.48685,False,False,3.0,small
Guatemala,2020,4360.0,17357325.0,108890.0,37.6,False,True,4.0,small
Guinea,2020,1030.0,13371183.0,245860.0,49.00714,False,False,6.0,small
Guinea-Bissau,2020,860.0,2013255.0,36130.0,60.81037,False,False,2.0,small
Guyana,2020,8090.0,807481.0,214970.0,12.1402,False,False,3.0,small
Haiti,2020,1340.0,11243848.0,27750.0,48.9,False,False,1.0,small
Iceland,2020,65670.0,366463.0,103000.0,0.0,True,True,0.0,small
Indonesia,2020,3850.0,274814866.0,1916906.77,19.41083,False,True,3.0,large
Iran,2020,3980.0,87723443.0,1745150.0,50.42596,False,False,7.0,large
Iraq,2020,4720.0,42116605.0,435050.0,49.33894,False,False,6.0,medium
Ireland,2020,64420.0,5039747.0,70280.0,8.5,True,False,1.0,small
Italy,2020,32600.0,59438851.0,302068.0,0.02,True,False,6.0,large
Kazakhstan,2020,8380.0,19482117.0,2724900.0,0.79376,False,False,5.0,small
Kenya,2020,1910.0,52217334.0,591969.0,50.81331,False,False,5.0,large
Kiribati,2020,3070.0,126099.0,810.0,5.6,False,False,0.0,small
Kuwait,2020,33150.0,4400267.0,17820.0,0.0,True,False,2.0,small
Kyrgyzstan,2020,1210.0,6726596.0,199950.0,2.43932,False,False,4.0,small
Laos,2020,2470.0,7346533.0,236800.0,21.8,False,False,5.0,small
Latvia,2020,17350.0,1900449.0,64590.0,0.6,True,False,4.0,small
Lebanon,2020,6350.0,5702398.0,10450.0,4.5,False,False,2.0,small
Lesotho,2020,1170.0,2235727.0,30360.0,25.55318,False,False,1.0,small
Liberia,2020,570.0,5149463.0,111370.0,63.88484,False,False,3.0,small
Libya,2020,7000.0,7045399.0,1759540.0,23.68082,False,False,6.0,small
Lithuania,2020,19800.0,2810369.0,65290.0,0.25,True,False,4.0,small
Luxembourg,2020,80090.0,630419.0,2590.0,0.01733,True,False,3.0,small
Madagascar,2020,450.0,28953556.0,587295.0,67.42009,False,False,0.0,small
Malawi,2020,560.0,19533888.0,118480.0,49.78452,False,False,3.0,small
Malaysia,2020,10110.0,33889558.0,330241.0,0.2,False,True,3.0,small
Maldives,2020,7050.0,502118.0,300.0,34.845,False,False,0.0,small
Mali,2020,930.0,21713836.0,1240190.0,41.92883,False,False,7.0,small
Malta,2020,26910.0,515490.0,320.0,0.0375,True,False,0.0,small
Marshall Islands,2020,6610.0,42706.0,180.0,2.2206,False,False,0.0,small
Mauritania,2020,1720.0,4600131.0,1030700.0,56.0,False,False,4.0,small
Mauritius,2020,10760.0,1266014.0,2007.0,51.93824,False,False,0.0,small
Mexico,2020,8920.0,126799054.0,1960647.2,17.6,False,True,3.0,large
Mongolia,2020,3690.0,3327204.0,1564115.749,17.87869,False,False,2.0,small
Montenegro,2020,7770.0,626590.0,13810.0,8.8,False,False,4.0,small
Morocco,2020,3260.0,36584208.0,446550.0,10.85088,False,False,3.0,small
Mozambique,2020,480.0,30783688.0,799380.0,54.95891,False,False,6.0,small
Myanmar,2020,1320.0,53016522.0,676590.0,58.28105,False,False,5.0,large
Namibia,2020,4240.0,2728762.0,824290.0,41.4,False,False,4.0,small
Nauru,2020,17180.0,11643.0,20.0,0.59734,True,False,0.0,small
Nepal,2020,1190.0,28966574.0,147180.0,40.2822,False,False,2.0,small
Netherlands,2020,51490.0,17441500.0,41540.0,0.0,True,False,2.0,small
New Zealand,2020,41850.0,5072400.0,267710.0,0.0,True,False,0.0,small
Nicaragua,2020,1810.0,6565267.0,130370.0,5.5185,False,True,2.0,small
Niger,2020,560.0,23717613.0,1267000.0,70.44397,False,False,7.0,small
Nigeria,2020,2460.0,213996181.0,923770.0,48.98206,False,False,4.0,large
North Macedonia,2020,6460.0,1856124.0,25710.0,0.15,False,False,4.0,small
Norway,2020,78610.0,5379475.0,624499.0,0.0,True,True,3.0,small
Oman,2020,17190.0,4522497.0,309500.0,0.0,True,False,3.0,small
Pakistan,2020,1370.0,235001746.0,796100.0,55.97371,False,False,4.0,large
Palau,2020,15360.0,17792.0,460.0,0.3,True,False,0.0,small
Papua New Guinea,2020,2410.0,9815746.0,462840.0,22.8,False,False,1.0,small
Paraguay,2020,5550.0,6603739.0,406752.0,15.1,False,False,3.0,small
Peru,2020,6080.0,32838579.0,1285220.0,43.73131,False,False,5.0,small
Philippines,2020,3350.0,112081264.0,300000.0,36.61565,False,False,0.0,large
Poland,2020,15640.0,37515748.0,312710.0,3.7,True,False,7.0,medium
Portugal,2020,21910.0,10297081.0,92230.0,0.05,True,False,1.0,small
Qatar,2020,57730.0,2794148.0,11490.0,0.0,True,False,1.0,small
Romania,2020,12720.0,19265250.0,238400.0,1.55,True,False,5.0,small
Russia,2020,10660.0,145245148.0,17125190.0,2.75,False,True,14.0,large
Rwanda,2020,770.0,13065837.0,26340.0,38.34923,False,False,4.0,small
Samoa,2020,4080.0,211944.0,2840.0,0.25,False,False,0.0,small
Sao Tome And Principe,2020,2030.0,217435.0,960.0,52.6,False,False,0.0,small
Senegal,2020,1440.0,16789219.0,196710.0,31.60484,False,False,5.0,small
Serbia,2020,7790.0,6899126.0,84990.0,0.35,False,False,8.0,small
Seychelles,2020,15400.0,98462.0,460.0,51.93824,True,False,0.0,small
Sierra Leone,2020,840.0,7912558.0,72300.0,50.64661,False,False,2.0,small
Singapore,2020,55780.0,5685807.0,728.0,0.0,True,False,0.0,small
Slovakia,2020,19420.0,5458827.0,49030.0,0.05,True,False,5.0,small
Solomon Islands,2020,2170.0,744498.0,28900.0,1.95,False,False,0.0,small
Somalia,2020,500.0,16651191.0,637660.0,51.93824,False,False,3.0,small
South Africa,2020,5930.0,60562381.0,1219090.0,24.2,False,True,6.0,large
Sri Lanka,2020,3880.0,21919000.0,65610.0,50.42596,False,False,0.0,small
St. Lucia,2020,8560.0,178250.0,620.0,0.45,False,False,0.0,small
Sudan,2020,600.0,46789231.0,1878000.0,73.7,False,False,7.0,medium
Suriname,2020,4710.0,612317.0,163820.0,15.80035,False,False,3.0,small
Sweden,2020,54590.0,10353442.0,528860.0,0.1,True,False,2.0,small
Switzerland,2020,81740.0,8638167.0,41290.7,0.0,True,False,5.0,small
Syria,2020,790.0,21049429.0,185180.0,25.57503,False,False,5.0,small
Tanzania,2020,1060.0,60972798.0,947300.0,40.88048,False,False,8.0,large
Timor-Leste,2020,2040.0,1326053.0,14870.0,33.9,False,True,1.0,small
Togo,2020,870.0,8669720.0,56790.0,38.5,False,False,3.0,small
Tonga,2020,5210.0,105704.0,750.0,0.35,False,False,0.0,small
Tunisia,2020,3270.0,11974057.0,163610.0,7.64301,False,False,2.0,small
Turkiye,2020,9330.0,83384680.0,785350.0,14.12611,False,False,8.0,large
Turkmenistan,2020,6300.0,6949912.0,491209.0,8.5065,False,False,4.0,small
Tuvalu,2020,6880.0,10399.0,30.0,0.8897,False,False,0.0,small
Uganda,2020,820.0,44457152.0,241550.0,54.01214,False,False,5.0,medium
United Arab Emirates,2020,41310.0,9401038.0,98647.9,0.2265,True,False,2.0,small
United Kingdom,2020,39340.0,66744000.0,243610.0,0.1,True,False,1.0,large
United States,2020,64920.0,331577720.0,9831510.0,0.15,True,False,0.0,large
Uruguay,2020,16130.0,3398968.0,176220.0,1.3,True,False,2.0,small
Uzbekistan,2020,2000.0,33586372.0,448924.0,4.52719,False,False,5.0,small
Vanuatu,2020,3390.0,298858.0,12190.0,4.15,False,False,0.0,small
Vietnam,2020,3400.0,98079191.0,331340.0,5.76598,False,False,3.0,large
Zambia,2020,1120.0,19059395.0,752610.0,48.25813,False,False,8.0,small
Zimbabwe,2020,1980.0,15526888.0,390760.0,21.56821,False,False,4.0,small
Afghanistan,2022,370.0,40578842.0,652860.0,71.58904,False,False,6.0,large
Albania,2022,7720.0,2451636.0,28750.0,2.7,False,False,4.0,small
Algeria,2022,4430.0,45477389.0,2381740.0,13.246,False,False,7.0,large
Andorra,2022,47600.0,79705.0,470.0,0.0,True,False,2.0,small
Angola,2022,2340.0,35635029.0,1246700.0,62.7,False,False,4.0,medium
Antigua And Barbuda,2022,18820.0,92840.0,440.0,2.64634,True,False,0.0,small
Argentina,2022,11890.0,45407904.0,2780400.0,14.5,False,True,5.0,large
Armenia,2022,5690.0,2969200.0,29740.0,8.39472,False,False,4.0,small
Aruba,2022,30160.0,107310.0,180.0,0.0,True,False,0.0,small
Australia,2022,60790.0,26018721.0,7741220.0,0.035,True,True,0.0,medium
Austria,2022,56310.0,9041851.0,83879.0,0.04663,True,False,8.0,medium
Bangladesh,2022,2850.0,169384897.0,147570.0,51.50833,False,False,2.0,large
Belgium,2022,54330.0,11680210.0,30689.0,0.0,True,False,4.0,medium
Belize,2022,6710.0,402733.0,22970.0,15.72533,False,False,2.0,small
Benin,2022,1360.0,13759501.0,114760.0,64.01064,False,False,4.0,medium
Bermuda,2022,132200.0,64749.0,4290.0,0.07761,True,False,0.0,small
Bhutan,2022,3600.0,780914.0,38390.0,44.6899,False,False,2.0,small
Bolivia,2022,4190.0,12077154.0,1098580.0,46.62568,False,False,5.0,medium
Bosnia And Herzegovina,2022,7710.0,3204802.0,51210.0,0.3128,False,False,3.0,small
Botswana,2022,8250.0,2439892.0,581730.0,39.6,False,False,4.0,small
Brazil,2022,8440.0,210306415.0,8510420.0,14.8971,False,False,10.0,large
Brunei,2022,30970.0,455370.0,5770.0,21.59688,True,False,1.0,small
Bulgaria,2022,13100.0,6465097.0,111000.0,0.19661,False,False,5.0,small
Burkina Faso,2022,840.0,22509038.0,274200.0,87.88175,False,False,6.0,medium
Burundi,2022,290.0,13321097.0,27830.0,36.75168,False,False,3.0,medium
Cabo Verde,2022,4550.0,519741.0,4030.0,46.41147,False,False,0.0,small
Cambodia,2022,2270.0,17201724.0,181040.0,42.26983,False,False,3.0,medium
Cameroon,2022,1660.0,27632771.0,475440.0,32.67179,False,False,6.0,medium
Canada,2022,53850.0,38935934.0,15634410.0,1.09583,True,True,1.0,medium
Cayman Islands,2022,74060.0,71591.0,264.0,5.47921,True,False,0.0,small
